VNG1690G	VNG1105G	1000.0
VNG1713G	VNG1701G	1000.0
VNG1705G	VNG1691G	1000.0
VNG0973G	VNG0971G	1000.0
VNG1702G	VNG1690G	1000.0
VNG1713G	VNG1705G	1000.0
VNG0633G	VNG0632G	1000.0
VNG1709G	VNG1702G	1000.0
VNG0647G	VNG0639G	1000.0
VNG1542G	VNG1541G	1000.0
VNG0640G	VNG0636G	1000.0
VNG1108G	VNG1105G	1000.0
VNG1692G	VNG1690G	1000.0
VNG1308G	VNG1306G	1000.0
VNG1709G	VNG1689G	1000.0
VNG1715G	VNG1697G	1000.0
VNG2139G	VNG2138G	1000.0
VNG0924G	VNG0923G	1000.0
VNG1690G	VNG1689G	1000.0
VNG1714G	VNG1709G	1000.0
VNG1697G	VNG0790G	1000.0
VNG1691G	VNG1689G	1000.0
VNG2295G	VNG1444G	1000.0
VNG1105G	VNG0099G	1000.0
VNG1232G	VNG0382G	1000.0
VNG1715G	VNG1689G	1000.0
VNG1703G	VNG1689G	1000.0
VNG1705G	VNG1702G	1000.0
VNG2665G	VNG2664Gm	1000.0
VNG1606G	VNG1605G	1000.0
VNG0665G	VNG0657G	1000.0
VNG2390G	VNG2381G	1000.0
VNG2636G	VNG2390G	1000.0
VNG1705G	VNG1692G	1000.0
VNG0307G	VNG0305G	1000.0
VNG1707G	VNG1703G	1000.0
VNG6178G	VNG6177G	1000.0
VNG1715G	VNG1705G	1000.0
VNG1695G	VNG1690G	1000.0
VNG2657G	VNG1715G	1000.0
VNG0637G	VNG0635G	1000.0
VNG2295G	VNG0862G	1000.0
VNG2664Gm	VNG2662G	1000.0
VNG1700G	VNG1692G	1000.0
VNG1703G	VNG0790G	1000.0
VNG1105G	VNG1104G	1000.0
VNG1697G	VNG1695G	1000.0
VNG1714G	VNG1713G	1000.0
VNG1714G	VNG1691G	1000.0
VNG1829G	VNG1001G	1000.0
VNG1713G	VNG1709G	1000.0
VNG1713G	VNG1692G	1000.0
VNG1695G	VNG1689G	1000.0
VNG1705G	VNG1695G	1000.0
VNG2218G	VNG1926G	1000.0
VNG1697G	VNG1692G	1000.0
VNG1649G	VNG0386Gm	1000.0
VNG0386Gm	VNG0384G	1000.0
VNG0637G	VNG0636G	1000.0
VNG1703G	VNG1692G	1000.0
VNG0308Gm	VNG0307G	1000.0
VNG1709G	VNG1692G	1000.0
VNG1714G	VNG1689G	1000.0
VNG2151G	VNG2150G	1000.0
VNG1709G	VNG1705G	1000.0
VNG1715G	VNG1700G	1000.0
VNG2505G	VNG2504G	1000.0
VNG1713G	VNG1695G	1000.0
VNG1083G	VNG1081G	1000.0
VNG0662G	VNG0657G	1000.0
VNG1697G	VNG1689G	1000.0
VNG1707G	VNG1700G	1000.0
VNG1133G	VNG1132G	1000.0
VNG1134G	VNG0790G	1000.0
VNG1702G	VNG1695G	1000.0
VNG1701G	VNG1689G	1000.0
VNG1884G	VNG1882G	1000.0
VNG6178G	VNG6176G	1000.0
VNG2648G	VNG0790G	1000.0
VNG1701G	VNG1695G	1000.0
VNG2218G	VNG2217G	1000.0
VNG1700G	VNG1690G	1000.0
VNG1691G	VNG1690G	1000.0
VNG1713G	VNG1690G	1000.0
VNG1693G	VNG1691G	1000.0
VNG0551G	VNG0177G	1000.0
VNG1692G	VNG1691G	1000.0
VNG1709G	VNG1691G	1000.0
VNG1703G	VNG1697G	1000.0
VNG1695G	VNG1693G	1000.0
VNG0639G	VNG0637G	1000.0
VNG2437G	VNG2436G	1000.0
VNG1697G	VNG1691G	1000.0
VNG2384G	VNG2383G	1000.0
VNG0889G	VNG0887G	1000.0
VNG1815G	VNG1814G	1000.0
VNG1700G	VNG1693G	1000.0
VNG1709G	VNG1690G	1000.0
VNG1692G	VNG1689G	1000.0
VNG1945G	VNG0864G	1000.0
VNG1705G	VNG1701G	1000.0
VNG0665G	VNG0662G	1000.0
VNG1697G	VNG1690G	1000.0
VNG1701G	VNG1691G	1000.0
VNG1700G	VNG0790G	1000.0
VNG1693G	VNG1692G	1000.0
VNG6177G	VNG6176G	1000.0
VNG2657G	VNG1703G	1000.0
VNG1702G	VNG1701G	1000.0
VNG2657G	VNG1105G	1000.0
VNG1603G	VNG1601G	1000.0
VNG1140G	VNG1136G	1000.0
VNG1695G	VNG1692G	1000.0
VNG2658G	VNG2657G	1000.0
VNG1693G	VNG1689G	1000.0
VNG1714G	VNG1690G	1000.0
VNG1713G	VNG1702G	1000.0
VNG1648G	VNG0305G	1000.0
VNG1718G	VNG1711G	1000.0
VNG1649G	VNG1648G	1000.0
VNG1134G	VNG1133G	1000.0
VNG1702G	VNG1692G	1000.0
VNG1707G	VNG1705G	1000.0
VNG2666G	VNG2665G	1000.0
VNG1133G	VNG0790G	1000.0
VNG1700G	VNG1697G	1000.0
VNG1695G	VNG1691G	1000.0
VNG1104G	VNG1103G	1000.0
VNG0640G	VNG0639G	1000.0
VNG1157G	VNG0177G	1000.0
VNG1707G	VNG0790G	1000.0
VNG1715G	VNG1695G	1000.0
VNG1700G	VNG1689G	1000.0
VNG1693G	VNG0790G	1000.0
VNG1697G	VNG1693G	1000.0
VNG1134G	VNG1132G	1000.0
VNG2219G	VNG2218G	1000.0
VNG1701G	VNG1692G	1000.0
VNG1713G	VNG1691G	1000.0
VNG2332G	VNG2331G	1000.0
VNG0640G	VNG0637G	1000.0
VNG1703G	VNG1690G	1000.0
VNG1554G	VNG1553G	1000.0
VNG1139Gm	VNG1138G	1000.0
VNG1714G	VNG1705G	1000.0
VNG6315G	VNG2437G	1000.0
VNG1714G	VNG1170G	1000.0
VNG1702G	VNG1691G	1000.0
VNG1705G	VNG1690G	1000.0
VNG1689G	VNG1105G	1000.0
VNG1705G	VNG1700G	1000.0
VNG2220G	VNG2218G	1000.0
VNG1606G	VNG1601G	1000.0
VNG1703G	VNG1700G	1000.0
VNG1705G	VNG1689G	1000.0
VNG0636G	VNG0635G	1000.0
VNG6311G	VNG6309G	1000.0
VNG1649G	VNG1646G	1000.0
VNG0974G	VNG0971G	1000.0
VNG0308Gm	VNG0305G	1000.0
VNG2087G	VNG0862G	1000.0
VNG1690G	VNG1137G	1000.0
VNG1713G	VNG1689G	1000.0
VNG1715G	VNG1693G	1000.0
VNG1705G	VNG1693G	1000.0
VNG0583G	VNG0582C	1000.0
VNG1649G	VNG1647G	1000.0
VNG1883G	VNG1882G	1000.0
VNG2648G	VNG1693G	1000.0
